player_id,last_season,pretty_name,country_of_birth,country_of_citizenship,date_of_birth,position,foot,height_in_cm,market_value,Highest_value
254016,2013,Arthur Delalande,France,France,18/05/1992,Midfield,Right,186,,90000
51053,2013,Daniel Davari,Germany,Iran,06/01/1988,Goalkeeper,Right,192,135000,1130000
31451,2013,Torsten Oehrl,Germany,Germany,07/01/1986,Attack,Right,192,,1130000
44622,2013,Vladimir Kisenkov,UdSSR,Russia,08/10/1981,Defender,Right,182,,720000
30802,2013,Oscar Diaz,Spain,Spain,24/04/1984,Attack,Right,183,,1080000
214776,2013,Paul Mccallum,England,England,28/07/1993,Attack,Right,191,,135000
117549,2013,Rodri Rios,Spain,Spain,06/06/1990,Attack,Right,174,270000,1800000
186796,2013,Hicham Khaloua,Spain,Morocco,07/05/1995,Attack,Right,174,360000,360000
273812,2013,Francis Kone,Cote d'Ivoire,Togo,22/11/1990,Attack,Right,189,68000,225000
243827,2013,Olavale Fabunmi,Ukraine,Ukraine,18/01/1992,Midfield,Right,187,,
220795,2013,Guyon Philips,Netherlands,Netherlands,15/10/1993,Attack,Both,193,23000,180000
9796,2013,Oleksandr Aliyev,UdSSR,Ukraine,03/02/1985,Attack,Both,173,,9000000
273548,2013,Maurice De Ruiter,Netherlands,Netherlands,14/08/1991,Attack,Left,186,,45000
235349,2013,Artem Simonyan,Russia,Armenia,20/02/1995,Attack,Both,178,270000,675000
90255,2013,Frantisek Kubik,CSSR,Slovakia,14/03/1989,Attack,Left,181,23000,720000
217026,2013,Pavel Kireenko,Russia,Russia,14/06/1994,Attack,Left,175,248000,450000
255431,2013,Ilya Belous,Russia,Russia,01/01/1995,Attack,Right,187,203000,360000
88609,2013,Artem Danilenko,UdSSR,Russia,22/03/1990,Attack,Right,182,,270000
130196,2013,Yevgen Kolesnyk,UdSSR,Ukraine,13/01/1990,Midfield,Right,178,,68000
15379,2013,Dmitri Bulykin,UdSSR,Russia,20/11/1979,Attack,,0,,3600000
15117,2013,Konstantin Zyryanov,UdSSR,Russia,05/10/1977,Midfield,Right,176,,7920000
232598,2013,Mulumba Mukendi,Zaire,DR Congo,27/05/1985,Attack,Right,193,,540000
121327,2013,Matthew Fletcher,Australia,Australia,01/06/1992,Attack,Both,181,,135000
96898,2013,Alan Gatagov,UdSSR,Russia,23/01/1991,Midfield,Left,181,,1800000
104941,2013,Gedo,Egypt,Egypt,30/10/1984,Attack,Right,184,,1800000
73566,2013,Cameron Stewart,England,England,08/04/1991,Attack,Right,172,,675000
45631,2013,Aaron Mclean,England,England,25/05/1983,Attack,Right,171,,1130000
14013,2013,Matty Fryatt,England,England,05/03/1986,Attack,Right,178,,3150000
6107,2013,Abdoulaye Faye,Senegal,Senegal,26/02/1978,Defender,Left,187,,3600000
3989,2013,Dmitri Sychev,UdSSR,Russia,26/10/1983,Attack,Right,176,,9000000
260731,2013,Evgeniy Kozlov,Russia,Russia,04/02/1995,Attack,Left,178,315000,315000
38768,2013,Luton Shelton,Jamaica,Jamaica,11/11/1985,Attack,Left,183,,2430000
282785,2013,Sergey Garanzha,Russia,Russia,14/01/1995,Attack,Right,179,158000,180000
98122,2013,Matija Dvornekovic,Jugoslawien (SFR),Croatia,01/01/1989,Attack,Right,177,45000,225000
48534,2013,Aleksandr Shulenin,UdSSR,Russia,31/10/1979,Attack,Both,178,,405000
146476,2013,Artur Minosyan,UdSSR,Russia,04/08/1989,Attack,Both,178,,225000
297034,2013,Ilya Petrov,Russia,Russia,27/06/1995,Midfield,Left,177,450000,540000
260673,2013,Roman Kuzovkin,Russia,Russia,19/10/1994,Midfield,Right,176,,45000
297032,2013,Nikita Nikolaev,Russia,Russia,24/02/1996,Defender,Left,173,,90000
44432,2013,Adrian Ropotan,Romania,Romania,08/05/1986,Midfield,Right,183,,2700000
297031,2013,Evgeniy Degtyarev,Russia,Russia,07/02/1993,Midfield,Both,172,180000,203000
207525,2013,Dmitri Mikhaylenko,Russia,Russia,06/01/1995,Midfield,Left,172,,68000
15907,2013,Andrey Karyaka,UdSSR,Russia,01/04/1978,Attack,Right,180,,2700000
26683,2013,Mihaita Plesan,Romania,Romania,19/02/1983,Midfield,Right,185,,1580000
42621,2013,Vitalie Bordian,UdSSR,Moldova,11/08/1984,Defender,Both,178,,1800000
85563,2013,Dominic Adiyiah,Ghana,Ghana,29/11/1989,Attack,Right,172,135000,900000
29745,2013,Piotr Polczak,Poland,Poland,25/09/1986,Defender,Right,192,,540000
15730,2013,Evgeni Aldonin,UdSSR,Russia,22/01/1980,Midfield,Right,179,,3600000
53719,2013,Ariel Borysiuk,Poland,Poland,29/07/1991,Midfield,Right,180,248000,2250000
55743,2013,Simeon Bulgaru,UdSSR,Moldova,26/05/1985,Defender,Right,186,,585000
36298,2013,Marcin Kowalczyk,Poland,Poland,09/04/1985,Defender,Right,182,,1620000
297033,2013,Fedor Osin,Russia,Russia,10/02/1994,Goalkeeper,Right,190,,
15747,2013,Sergei Pareiko,UdSSR,Estonia,31/01/1977,Goalkeeper,Right,193,,900000
88614,2013,Mikhail Komarov,UdSSR,Russia,03/04/1984,Goalkeeper,Right,194,,90000
297029,2013,Aleksey Chubukin,Russia,Russia,21/02/1995,Defender,Right,184,113000,158000
26946,2013,Robert Koren,Jugoslawien (SFR),Slovenia,20/09/1980,Attack,Right,176,,2880000
262723,2013,Mikhail Mzhelskiy,Russia,Russia,29/03/1995,Goalkeeper,Right,202,,135000
25001,2013,Denis Kolodin,UdSSR,Russia,11/01/1982,Defender,Right,185,,5400000
159375,2013,Joeri Schroijen,Netherlands,Netherlands,18/01/1991,Attack,Left,178,225000,450000
191399,2013,Omar Kavak,Netherlands,Netherlands,24/10/1988,Attack,,178,,68000
229398,2013,Kevin Spanjaard,Netherlands,Netherlands,23/07/1992,Attack,Right,187,,45000
71084,2013,Joran Pot,Netherlands,Netherlands,20/01/1989,Midfield,Right,177,,90000
91330,2013,Conor Henderson,England,Ireland,08/09/1991,Midfield,Left,183,135000,270000
19712,2013,Aleksandar Lukovic,Jugoslawien (SFR),Serbia,23/10/1982,Defender,Left,185,,4500000
110879,2013,Patrick Ter Mate,Netherlands,Netherlands,17/02/1992,Goalkeeper,Right,185,,68000
279467,2013,Tom Oostinjen,Netherlands,Netherlands,16/09/1991,Midfield,Both,186,,90000
49143,2013,Ken Fagerberg,,Sweden,09/01/1989,Attack,Right,185,,1080000
36262,2013,Wilton Figueiredo,Brazil,Brazil,17/03/1982,Attack,Right,183,,2700000
33931,2013,Ousmane Sarr,Senegal,Senegal,02/08/1986,Midfield,Left,187,,675000
106628,2013,Dmitri Polyanin,UdSSR,Russia,30/03/1980,Defender,Right,176,,180000
268214,2013,Joost Krijns,Netherlands,Netherlands,08/05/1993,Defender,,0,,45000
61912,2013,Andreas Hagen,,Norway,16/02/1986,Midfield,Right,186,,135000
75871,2013,Markus Gustafsson,,Sweden,06/03/1989,Midfield,Left,183,,360000
22473,2013,Simon Nagel,Denmark,Denmark,05/07/1985,Midfield,Right,175,,360000
170606,2013,Stepan Rebenko,Russia,Russia,01/05/1995,Defender,Right,181,,248000
255897,2013,Lasse Andersen,,Denmark,24/05/1995,Defender,Left,0,45000,113000
103952,2013,Mike Grella,United States,United States,23/01/1987,Midfield,Right,180,,855000
285065,2013,Kirill Zubkov,Russia,Russia,24/07/1994,Midfield,Right,180,,90000
57581,2013,Michal Peskovic,CSSR,Slovakia,08/02/1982,Goalkeeper,Right,188,45000,540000
253751,2013,Alexander Christovao,Angola,Angola,14/03/1993,Attack,Both,186,90000,180000
202622,2013,Patrick Bang Nielsen,,Denmark,10/10/1988,Defender,Left,182,,315000
21515,2013,Paul Mulders,Netherlands,Philippines,16/01/1981,Attack,Right,182,,270000
82555,2013,Tobias Perch Nielsen,,Denmark,30/08/1989,Attack,Left,183,,315000
55627,2013,Bart Van Brakel,Netherlands,Netherlands,05/04/1987,Midfield,Right,170,,225000
82926,2013,Leon Broekhof,Netherlands,Netherlands,14/05/1988,Defender,Left,190,,405000
230495,2013,Michel Gerritsen Mulkes,Netherlands,Netherlands,23/07/1991,Defender,,188,,45000
59913,2013,Artem Stargorodskyi,UdSSR,Ukraine,17/01/1982,Midfield,Right,179,,450000
457583,2013,Dimitri Swisch,UdSSR,Germany,,Midfield,,0,,
37301,2013,Veli Lampi,Finland,Finland,18/07/1984,Defender,Right,182,,540000
45587,2013,Rafael Santos,Brazil,Brazil,10/11/1984,Defender,Left,188,,630000
57900,2013,Vyacheslav Serdyuk,UdSSR,Ukraine,28/01/1985,Defender,Left,184,,720000
140561,2013,Michael Odibe,Nigeria,Nigeria,23/06/1988,Defender,Right,189,113000,1350000
293106,2013,Georgi Kopaliani,,Ukraine,07/03/1994,Goalkeeper,,192,,
9779,2013,Vitaliy Reva,UdSSR,Ukraine,19/11/1974,Goalkeeper,Right,182,,450000
48508,2013,Makhach Gadzhiev,UdSSR,Russia,18/10/1987,Midfield,Both,181,,1910000
155050,2013,Sharif Mukhammad,UdSSR,Afghanistan,21/03/1990,Midfield,Right,184,158000,315000
255913,2013,Simon Vetter,,Denmark,21/05/1995,Attack,,0,,45000
110326,2013,Jucilei,Brazil,Brazil,06/04/1988,Midfield,Right,186,225000,9900000
20232,2013,Benoit Angbwa,Cameroon,Cameroon,01/01/1982,Defender,Right,176,,3150000
285424,2013,Islam Suleymanov,Russia,Russia,02/06/1993,Defender,Left,173,,
37247,2013,Vadim Demidov,UdSSR,Norway,10/10/1986,Defender,Right,186,,3150000
297011,2013,Oleksiy Mosendz,Ukraine,Ukraine,29/06/1994,Attack,Right,172,,23000
144771,2013,Murad Qurbanov,Russia,Russia,22/03/1992,Defender,,0,,90000
297009,2013,Oleg Kramarenko,Ukraine,Ukraine,27/08/1994,Attack,Right,170,,
297005,2013,Ivan Glyvyi,Ukraine,Ukraine,04/08/1994,Attack,Right,180,,90000
58950,2013,Volodymyr Korobka,UdSSR,Ukraine,22/07/1989,Attack,Right,186,45000,540000
4471,2013,Robert Van Boxel,Netherlands,Netherlands,20/01/1983,Defender,Right,188,,405000
278515,2013,Jeremy De Graaf,Netherlands,Netherlands,25/01/1990,Attack,Left,183,,68000
177010,2013,Sergey Melnik,Ukraine,Russia,25/06/1993,Attack,Right,172,,90000
24057,2013,Fredrik Stoor,Sweden,Sweden,28/02/1984,Defender,Right,184,,1350000
59985,2013,Yevgen Santrapynskykh,UdSSR,Ukraine,21/10/1987,Midfield,Both,174,,270000
265930,2013,Maksim Prikhodnoy,Ukraine,Russia,27/10/1992,Midfield,,182,,270000
325801,2013,Oleksiy Tyshchenko,Ukraine,Ukraine,21/07/1994,Midfield,Right,186,,68000
177291,2013,Stanislav Prychynenko,UdSSR,Russia,26/06/1991,Midfield,Right,182,68000,630000
41362,2013,Gustav Svensson,Sweden,Sweden,07/02/1987,Midfield,Right,184,270000,3150000
100553,2013,Johnny De Vries,Netherlands,Netherlands,20/02/1990,Midfield,Right,179,,90000
297007,2013,Dmytro Klochko,Ukraine,Ukraine,01/01/1994,Defender,,175,,45000
257817,2013,Dmitri Matvienko,Ukraine,Russia,25/05/1992,Defender,Right,181,,270000
42933,2013,Anis Boussaidi,Tunisia,Tunisia,10/04/1981,Defender,Right,180,,1350000
92575,2013,Yuriy Gabovda,UdSSR,Ukraine,06/05/1989,Defender,Right,181,270000,630000
297002,2013,Izzet Bilyalov,,Ukraine,13/01/1995,Attack,,0,,
39792,2013,Marin Ljubicic,Jugoslawien (SFR),Croatia,15/07/1988,Midfield,Right,186,203000,810000
184930,2013,Mohammed Aliyu,Nigeria,Nigeria,12/02/1993,Defender,Left,172,,180000
297016,2013,Zoltan Szilvasi,Ukraine,Hungary,20/06/1993,Defender,Right,185,,
75109,2013,Celio Santos,Brazil,Brazil,20/07/1987,Defender,Left,189,135000,540000
24011,2013,Boban Grncarov,Jugoslawien (SFR),North Macedonia,12/08/1982,Defender,Right,192,,765000
15067,2013,Maksym Kalynychenko,UdSSR,Ukraine,26/01/1979,Midfield,Both,176,,6750000
297017,2013,Kostiantyn Sumelidi,,Ukraine,06/01/1994,Defender,,0,,
59984,2013,Taras Lazarovych,UdSSR,Ukraine,22/04/1982,Attack,Right,175,,630000
43276,2013,Junior,Brazil,Brazil,20/09/1978,Attack,Left,184,,630000
59964,2013,Yevgen Pisotskyi,UdSSR,Ukraine,22/04/1987,Midfield,Right,182,,1350000
69634,2013,Oliver Feldballe,,Denmark,03/04/1990,Midfield,Left,185,,315000
297015,2013,Roman Shpytsya,,Ukraine,10/01/1995,Midfield,,176,,
75631,2013,Milos Jokic,Jugoslawien (SFR),Serbia,07/06/1987,Midfield,Left,186,,270000
42803,2013,Milan Ilic,Jugoslawien (SFR),Serbia,12/05/1987,Defender,Right,192,23000,360000
57748,2013,Matheus Lopes,Brazil,Brazil,08/03/1985,Defender,Left,190,,540000
29193,2013,Ruben Suarez,Spain,Spain,19/02/1979,Attack,Left,168,,1350000
173559,2013,Cristobal Gil,Spain,Spain,05/02/1992,Attack,Right,171,135000,270000
251537,2013,Yuri Udunyan,Russia,Russia,25/08/1994,Midfield,Right,173,248000,248000
35546,2013,Rafita,Spain,Spain,18/08/1982,Defender,Right,175,,1080000
76743,2013,Marcelo Silva,Uruguay,Uruguay,21/03/1989,Defender,Right,185,270000,900000
72883,2013,Hans Martinez,Chile,Chile,04/01/1987,Defender,Right,178,135000,720000
48294,2013,Bolano,Spain,Spain,15/10/1985,Defender,Left,182,90000,1800000
26801,2013,Hernan Pellerano,Argentina,Argentina,04/06/1984,Defender,Right,183,135000,3600000
298658,2013,Mykola Dudarenko,,Ukraine,31/01/1995,Defender,,180,,23000
271446,2013,Kiutm,"Korea, South","Korea, South",04/01/1995,Attack,Both,166,90000,270000
3755,2013,Oscar Ustari,Argentina,Argentina,03/07/1986,Goalkeeper,Right,183,900000,6300000
179844,2013,Callum Tapping,England,Scotland,05/06/1993,Midfield,Right,178,,135000
21750,2013,Mark Gonzalez,South Africa,Chile,10/07/1984,Attack,Left,176,,6300000
74561,2013,Victor Ibanez,Spain,Spain,21/04/1989,Goalkeeper,Right,191,158000,270000
93118,2013,David Smith,Scotland,Scotland,01/03/1993,Defender,Right,180,,90000
155893,2013,Armen Ambartsumyan,Russia,Armenia,11/04/1994,Midfield,Left,177,180000,293000
44072,2013,Marcos Tebar,Spain,Spain,07/02/1986,Midfield,Right,185,,1350000
15591,2013,Elvir Rahimic,Jugoslawien (SFR),Bosnia-Herzegovina,04/04/1976,Midfield,Right,191,,2700000
170607,2013,Sergey Revyakin,Russia,Russia,02/04/1995,Goalkeeper,Right,189,90000,270000
22746,2013,Nikita Bazhenov,UdSSR,Russia,01/02/1985,Attack,Right,179,45000,2160000
298659,2013,Vasyl Grinka,,Ukraine,06/12/1992,Defender,,0,,
26771,2013,Jan Holenda,CSSR,Czech Republic,22/08/1985,Attack,Right,186,,1800000
15645,2013,Maksim Astafjev,UdSSR,Russia,08/12/1982,Attack,Right,171,,630000
260595,2013,Sultan Aksanov,Russia,Russia,19/08/1993,Attack,Right,176,,45000
65682,2013,Valeri Sorokin,UdSSR,Russia,06/01/1985,Midfield,Right,178,,810000
46602,2013,Gabriel Muresan,Romania,Romania,13/02/1982,Midfield,Right,188,,2069999
60323,2013,Anton Monakhov,UdSSR,Russia,31/01/1982,Defender,Right,193,,900000
98537,2013,Yuri Petrakov,Sweden,Russia,27/01/1991,Midfield,Right,178,,180000
213692,2013,Maksim Martusevich,Russia,Russia,07/03/1995,Midfield,Right,178,315000,315000
218471,2013,Yaroslav Ovsyannikov,Russia,Russia,14/05/1993,Defender,Left,171,158000,158000
25866,2013,Aleksandr Orekhov,UdSSR,Russia,29/11/1983,Defender,Right,198,,1800000
27193,2013,Sergey Omeljanchuk,UdSSR,Belarus,08/08/1980,Defender,Right,178,,630000
6065,2013,Martin Jiranek,CSSR,Czech Republic,25/05/1979,Defender,Right,190,,4680000
25036,2013,Renat Sabitov,UdSSR,Russia,13/06/1985,Defender,Right,186,,1350000
45220,2013,Plamen Nikolov,Bulgaria,Bulgaria,12/06/1985,Defender,Both,191,9000,720000
74725,2013,Kornel Salata,CSSR,Slovakia,24/01/1985,Defender,Right,191,68000,1800000
15974,2013,Esteban,Spain,Spain,27/06/1975,Goalkeeper,Both,177,,2700000
293941,2013,Murilo,Brazil,Brazil,08/03/1995,Attack,Right,180,315000,360000
25635,2013,Petr Vasek,CSSR,Czech Republic,09/04/1979,Goalkeeper,,190,,720000
98824,2013,Eugen Sidorenco,UdSSR,Moldova,19/03/1989,Attack,Right,180,135000,270000
160683,2013,Mirko Bigazzi,Italy,Italy,03/04/1989,Attack,Both,183,,225000
405720,2013,Diego Goncalves,Brazil,Brazil,22/07/1994,Attack,Right,182,450000,450000
15260,2013,Zhivko Milanov,Bulgaria,Bulgaria,15/07/1984,Defender,Right,177,,1620000
23340,2013,Rui Duarte,Portugal,Portugal,16/09/1978,Attack,Right,175,,720000
51877,2013,Aleksey Aravin,UdSSR,Russia,09/07/1986,Defender,Right,185,,540000
17328,2013,Paulo Sergio,Portugal,Portugal,24/01/1984,Attack,Both,168,,990000
100089,2013,Paulo Regula,Portugal,Portugal,03/12/1989,Attack,Right,184,,540000
45371,2013,Celestino,Cape Verde,Portugal,02/01/1987,Midfield,Right,177,,900000
14515,2013,Luis Filipe,Portugal,Portugal,14/06/1979,Defender,Right,179,,900000
175664,2013,Gerson Fidalgo,Portugal,Portugal,20/03/1993,Midfield,Both,173,,90000
5967,2013,Anthony Seric,Australia,Croatia,15/01/1979,Defender,Left,183,,2069999
213048,2013,Tin Karamatic,Croatia,Croatia,01/03/1993,Defender,Right,190,45000,135000
45617,2013,Joao Ribeiro,Portugal,Portugal,13/08/1987,Attack,Right,176,,1800000
96790,2013,Sebastian Mladen,Romania,Romania,11/12/1991,Defender,Right,186,540000,900000
95255,2013,Vitor Bastos,Portugal,Portugal,01/05/1990,Defender,Right,190,,630000
92111,2013,Orhan Ademi,Switzerland,Switzerland,28/10/1991,Attack,Right,189,248000,900000
13867,2013,Ricardo,Portugal,Portugal,11/02/1976,Goalkeeper,Right,185,,5400000
53424,2013,Bjorn Kluft,Germany,Germany,11/01/1990,Attack,Both,180,,450000
1659,2013,Dennis Kruppke,Germany,Germany,01/04/1980,Attack,Both,179,,675000
109793,2013,Raffael Korte,Germany,Germany,29/08/1990,Attack,Both,175,,540000
107872,2013,Jonas Erwig Druppel,Germany,Germany,20/07/1991,Attack,Right,172,,180000
34232,2013,Jan Hochscheidt,Germany,Germany,04/10/1987,Attack,Both,180,270000,1350000
30391,2013,Rasmus Elm,Sweden,Sweden,17/03/1988,Midfield,Right,184,,11700000
109792,2013,Gianluca Korte,Germany,Germany,29/08/1990,Midfield,Left,177,180000,270000
147049,2013,Salim Khelifi,Switzerland,Tunisia,26/01/1994,Midfield,Right,172,180000,1350000
18379,2013,Damir Vrancic,Jugoslawien (SFR),Bosnia-Herzegovina,04/10/1985,Midfield,Both,184,,900000
42974,2013,Kevin Kratz,Germany,Germany,21/01/1987,Midfield,Right,173,,900000
51106,2013,Jan Washausen,Germany,Germany,12/10/1988,Midfield,Right,185,,270000
104990,2013,Jakub Vojtus,Slovakia,Slovakia,22/10/1993,Attack,,186,225000,495000
40116,2013,Benjamin Kessel,Germany,Germany,01/10/1987,Defender,Right,191,,810000
36255,2013,Mirko Boland,Germany,Germany,23/04/1987,Attack,Left,172,135000,1350000
42086,2013,Timo Perthel,Germany,Germany,11/02/1989,Defender,Left,185,,810000
292501,2013,Mohammad Baghdadi,Germany,Germany,30/10/1996,Defender,Left,182,68000,135000
31599,2013,Norman Theuerkauf,DDR,Germany,24/01/1987,Defender,Left,183,270000,1350000
18290,2013,Matthias Henn,Germany,Germany,28/04/1985,Defender,Right,187,,540000
12112,2013,Per Kroldrup,Denmark,Denmark,31/07/1979,Defender,Right,194,,6530000
6287,2013,Marco Caligiuri,Germany,Germany,14/04/1984,Defender,Right,180,,2250000
297006,2013,Grigori Kalyuzhny,Ukraine,Ukraine,29/08/1994,Attack,,181,,
2386,2013,Marjan Petkovic,Germany,Germany,22/05/1979,Goalkeeper,Right,186,,450000
225616,2013,Paul Babiloni,France,France,16/01/1990,Defender,Right,180,,360000
45264,2013,Thierry Argelier,France,France,08/07/1986,Defender,Right,183,,540000
6274,2013,Gregory Cerdan,France,France,28/07/1982,Defender,Right,190,,2250000
1613,2013,Vivian,Brazil,Brazil,05/04/1982,Defender,,0,,1350000
78390,2013,Benjamin Later,Germany,Germany,30/08/1986,Goalkeeper,,0,,113000
35405,2013,Marc Pfitzner,Germany,Germany,28/08/1984,Midfield,Right,183,,540000
1944,2013,Deniz Dogan,Germany,Turkey,20/10/1979,Defender,,0,,360000
140702,2013,Arbi Mezhiev,Russia,Russia,29/06/1993,Goalkeeper,Right,190,180000,270000
308213,2013,Muhammed Akyildiz,Turkey,Turkey,01/09/1995,Attack,Right,184,,90000
193680,2013,Nikolaj Hansen,Denmark,Denmark,15/03/1993,Attack,Right,192,203000,203000
264770,2013,Ibrahim Alan,Turkey,Turkey,15/05/1994,Attack,Right,0,135000,315000
242235,2013,Elia Bruzzi,Italy,Italy,08/04/1995,Attack,,185,,68000
110929,2013,Simone Dellagnello,Italy,Italy,12/04/1992,Attack,Right,185,90000,270000
197480,2013,Doudou Mangni,Italy,Italy,29/03/1993,Attack,Left,180,135000,360000
34345,2013,Ilyas Zeytulaev,UdSSR,Uzbekistan,13/08/1982,Attack,Right,179,,180000
136114,2013,Simone Magnaghi,Italy,Italy,12/10/1993,Attack,Right,188,360000,383000
257127,2013,Michael Ventre,Italy,Italy,05/01/1996,Attack,Right,175,,135000
159153,2013,Daniel Jara,Paraguay,Paraguay,22/12/1993,Attack,Right,183,,90000
199795,2013,William Lacerda,Brazil,Brazil,05/01/1992,Attack,Right,181,,135000
31493,2013,Rubin Okotie,Pakistan,Austria,06/06/1987,Attack,Both,188,,1580000
50628,2013,Florian Hart,Austria,Austria,11/05/1990,Midfield,Right,178,,360000
111042,2013,Jean Christophe Coubronne,France,France,30/07/1989,Defender,Right,180,135000,270000
55597,2013,Marcel Correia,Germany,Portugal,16/05/1989,Defender,Right,186,270000,1170000
273949,2013,Ibrahim Coskun,France,Turkey,03/03/1995,Midfield,Both,180,,180000
8399,2013,Engin Baytar,Germany,Turkey,11/07/1983,Midfield,Both,176,,4950000
163675,2013,Filippo Moscati,Italy,Italy,19/09/1992,Attack,Both,181,180000,203000
209864,2013,Pape Dia,Senegal,Senegal,20/04/1993,Attack,Left,183,,68000
240218,2013,Tiberio Velocci,Italy,Italy,23/07/1995,Attack,Right,178,,180000
199793,2013,Orlando Held,Italy,Italy,03/03/1994,Attack,Right,0,,68000
35252,2013,Ozgur Can Ozcan,Turkey,Turkey,10/04/1988,Attack,Right,184,90000,900000
200119,2013,Gideon Sani,Nigeria,Nigeria,08/06/1990,Attack,Right,180,,180000
114139,2013,Erkan Taskiran,Turkey,Turkey,22/04/1985,Attack,Left,183,45000,900000
265082,2013,Luciano Guaycochea,Argentina,Argentina,24/04/1992,Attack,,178,270000,495000
86506,2013,Alessandro Riedle,Germany,Germany,14/08/1991,Midfield,,179,,270000
58861,2013,Emin Aladag,Bulgaria,Turkey,25/02/1983,Midfield,Right,185,,630000
69445,2013,Ivan Sesar,Jugoslawien (SFR),Bosnia-Herzegovina,29/08/1989,Midfield,Right,182,135000,900000
163058,2013,Fabinho,Brazil,Brazil,28/04/1991,Attack,Left,178,,720000
208602,2013,Can Bartu Gunes,Turkey,Turkey,10/03/1993,Defender,Right,0,,45000
28283,2013,Emrah Eren,Turkey,Turkey,13/11/1978,Defender,Both,175,,2250000
265092,2013,Ridvan Ozkan,Turkey,Turkey,01/02/1994,Defender,Right,0,,45000
238045,2013,Ahmet Cicek,Turkey,Turkey,23/02/1995,Defender,Left,0,,45000
197919,2013,Ruben Dinca,Italy,Italy,31/03/1994,Attack,Left,177,,113000
159809,2013,Gokhan Dincer,Turkey,Turkey,14/05/1987,Defender,Left,0,,225000
159890,2013,Serkan Yalcin,Turkey,Turkey,02/11/1982,Defender,Left,183,,180000
114739,2013,Oguzhan Azgar,Turkey,Turkey,14/07/1993,Defender,Right,188,,90000
159789,2013,Hakan Ates,Turkey,Turkey,13/05/1988,Defender,Right,175,,450000
208599,2013,Alican Candemir,Turkey,Turkey,08/02/1993,Goalkeeper,Right,194,,45000
76438,2013,Mustafa Asan,Turkey,Turkey,11/09/1988,Midfield,Right,170,,630000
60614,2013,Evren Ozyigit,Turkey,Turkey,01/01/1986,Goalkeeper,Right,187,,225000
54183,2013,Maicosuel,Brazil,Brazil,16/06/1986,Attack,Right,180,,4050000
22169,2013,Kenneth Fabricius,Denmark,Denmark,03/11/1981,Attack,Right,182,,900000
213952,2013,Filippo Berra,Italy,Italy,06/02/1995,Defender,Right,184,450000,630000
123638,2013,Frano Mlinar,Croatia,Croatia,30/03/1992,Midfield,Right,182,180000,900000
138394,2013,Rosario Licata,Italy,Italy,16/01/1989,Defender,Left,184,,68000
73408,2013,Matias Campos Toro,Chile,Chile,22/06/1989,Defender,Left,176,,1170000
240409,2013,Marco Frison,Italy,Italy,24/03/1995,Defender,Right,183,45000,68000
81192,2013,Jean Alain Fanchone,France,France,02/09/1988,Defender,Left,175,,1350000
197918,2013,Luca Corrado,Italy,Italy,12/04/1994,Defender,Right,183,,68000
85667,2013,Serdar Eylik,Turkey,Turkey,01/02/1990,Attack,Both,176,113000,360000
241069,2013,Alessandro Favaro,Italy,Italy,18/07/1995,Goalkeeper,Right,189,,135000
163088,2013,Simone Sbardella,Italy,Italy,17/04/1993,Defender,Right,180,68000,135000
240397,2013,Marco Bertoia,Italy,Italy,24/05/1995,Midfield,,180,,68000
22469,2013,Jonas Troest,Denmark,Denmark,04/03/1985,Defender,Right,185,,1080000
168477,2013,Jefferson Oliveira,Brazil,Brazil,25/02/1990,Defender,Right,193,135000,225000
288181,2013,Jorgen Simon Jorgensen,,Denmark,07/05/1995,Goalkeeper,,0,,45000
6046,2013,Giuseppe Sculli,Italy,Italy,23/03/1981,Attack,Right,178,,4500000
243819,2013,Allan Blaze,Guadeloupe,France,24/06/1994,Midfield,Left,180,158000,180000
138456,2013,Wojciech Pawlowski,Poland,Poland,18/01/1993,Goalkeeper,Right,190,,630000
104233,2013,Guillermo Burdisso,Argentina,Argentina,26/09/1988,Defender,Right,189,990000,3150000
281658,2013,Jami Rafati,Italy,Italy,26/04/1994,Midfield,Right,170,,90000
214003,2013,Guido Bennati,Italy,Italy,23/03/1994,Midfield,Right,175,,68000
15888,2013,Daniel Tőzser,Hungary,Hungary,12/05/1985,Midfield,Left,187,,3150000
248651,2013,Luca Tagliavacche,Italy,Italy,05/01/1995,Midfield,Left,183,45000,68000
290696,2013,Enzo Di Santantonio,France,France,11/07/1995,Midfield,Right,179,135000,158000
154215,2013,Zaine Pierre,St. Lucia,St. Lucia,21/09/1993,Midfield,Left,179,23000,68000
83891,2013,Felipe Seymour,Chile,Chile,23/07/1987,Midfield,Right,174,270000,1350000
88712,2013,Rodney Strasser,Sierra Leone,Sierra Leone,30/03/1990,Midfield,Right,181,23000,2250000
204070,2013,Paolo Sokoli,Albania,Albania,29/03/1995,Defender,,0,,45000
240196,2013,Francesco Di Marco,Italy,Italy,28/07/1995,Defender,Left,100,,68000
242242,2013,Lorenzo Gallotti,Italy,Italy,03/07/1995,Defender,,0,,68000
260781,2013,Francesco Todisco,Italy,Italy,28/12/1995,Defender,,0,68000,68000
37889,2013,Enis Nadarevic,Jugoslawien (SFR),Austria,19/07/1987,Attack,Left,184,,1080000
13058,2013,Emmanuel Eboue,Cote d'Ivoire,Cote d'Ivoire,04/06/1983,Defender,Right,178,,7200000
63254,2013,Nicola Pasini,Italy,Italy,10/04/1991,Defender,Right,185,90000,225000
